authors,year,species,effect_id,study_id,experiment_id,measure_id,species_id,f_trait,physical_contact,f_available,f_quality_status,m_trait,m_trait_table1,m_quality_status,m_description,m_quality_cat,m_trait_cat,measure,equation_type,dependency,x1,x2,sd1,sd2,n1,n2
burley,1977,columba_livia,1,1,1_1,1_pairing_choice,8,morph,allowed,multiple_choice,assumed,morph,column2,verified,blue,high,NA,copula,binary,yes,0.9,NA,NA,NA,10,10
burley,1977,columba_livia,2,1,1_1,1_pairing_choice,8,morph,allowed,multiple_choice,assumed,morph,column2,verified,blue,high,NA,copula,binary,yes,0.888,NA,NA,NA,9,9
burley,1977,columba_livia,3,1,1_1,1_pairing_choice,8,morph,allowed,multiple_choice,assumed,morph,column2,verified,red,low,NA,copula,binary,yes,0.9,NA,NA,NA,10,10
burley,1977,columba_livia,4,1,1_2,1_pairing_choice,8,morph,allowed,multiple_choice,assumed,morph,column2,verified,blue,high,NA,copula,binary,yes,1,NA,NA,NA,10,10
burley,1977,columba_livia,5,1,1_2,1_pairing_choice,8,morph,allowed,multiple_choice,assumed,morph,column2,verified,blue,high,NA,copula,binary,yes,0.9,NA,NA,NA,10,10
burley,1977,columba_livia,6,1,1_2,1_pairing_choice,8,morph,allowed,multiple_choice,assumed,morph,column2,verified,red,low,NA,copula,binary,yes,0.888,NA,NA,NA,9,9
mclain_boromisa,1987,tetraopes_tetraophthalmus,7,2,2_1,2_copula_choice,47,body_length,allowed,multiple_choice,verified,body_length,column1,verified,large,high,high,copula,binary,yes,0.7,NA,NA,NA,10,10
mclain_boromisa,1987,tetraopes_tetraophthalmus,8,2,2_1,2_copula_choice,47,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,binary,yes,1,NA,NA,NA,10,10
foote,1988,oncorhynchus_nerka,9,3,3_1,3_association_time,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,difference,yes,181.4,NA,268.2,268.2,116,116
foote,1988,oncorhynchus_nerka,10,3,3_1,3_courtship_display,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,courtship,difference,yes,7.018,NA,11.345,11.345,116,116
foote,1988,oncorhynchus_nerka,11,3,3_2,3_association_time,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,difference,yes,-44.47,NA,71.7,71.7,21,21
foote,1988,oncorhynchus_nerka,12,3,3_2,3_association_time,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,copula,difference,yes,167.5,NA,157.05,157.05,15,15
foote,1988,oncorhynchus_nerka,13,3,3_2,3_courtship_display,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,courtship,difference,yes,0.4128,NA,5.47,5.47,21,21
foote,1988,oncorhynchus_nerka,14,3,3_2,3_courtship_display,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,courtship,difference,yes,6.055,NA,5.03,5.03,15,15
foote,1988,oncorhynchus_nerka,15,3,3_3,3_association_time,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,difference,yes,16.88,NA,92.25,92.25,20,20
foote,1988,oncorhynchus_nerka,16,3,3_3,3_association_time,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,copula,difference,yes,488.2,NA,60.75,60.75,10,10
foote,1988,oncorhynchus_nerka,17,3,3_3,3_courtship_display,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,courtship,difference,yes,-7.982,NA,11.46,11.46,20,20
foote,1988,oncorhynchus_nerka,18,3,3_3,3_courtship_display,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,courtship,difference,yes,12.25,NA,4.4405,4.4405,10,10
foote,1988,oncorhynchus_nerka,19,3,3_4,3_association_time,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,copula,difference,yes,14.09,NA,58.5,58.5,10,10
foote,1988,oncorhynchus_nerka,20,3,3_4,3_association_time,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,large,high,high,copula,difference,yes,290.2,NA,128.25,128.25,10,10
foote,1988,oncorhynchus_nerka,21,3,3_4,3_courtship_display,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,courtship,difference,yes,-4.679,NA,7.215,7.215,10,10
foote,1988,oncorhynchus_nerka,22,3,3_4,3_courtship_display,34,body_length,allowed,multiple_choice,verified,body_length,column1,verified,large,high,high,courtship,difference,yes,11.97,NA,8.99,8.99,10,10
batorczak_et_al,1994,gerris_lacustris,23,6,6_1,6_first_attempt_copula,22,morph,allowed,multiple_choice,assumed,morph,column2,assumed,long_wing,NA,NA,copula,binary,yes,0.6822,NA,NA,NA,18,18
batorczak_et_al,1994,gerris_lacustris,24,6,6_1,6_first_attempt_copula,22,morph,allowed,multiple_choice,assumed,morph,column2,assumed,small_wing,NA,NA,copula,binary,yes,0.6698,NA,NA,NA,29,29
ptacek_travis,1997,poecilia_latipinna,27,9,9_1,9_pref_score,42,body_length,allowed,multiple_choice,verified,body_length,column1,verified,large,high,high,copula,binary,yes,0.798971451,NA,0.222831865,NA,14,14
ptacek_travis,1997,poecilia_latipinna,28,9,9_1,9_pref_score,42,body_length,allowed,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,copula,binary,yes,0.650749318,NA,0.292233622,NA,11,11
ptacek_travis,1997,poecilia_latipinna,29,9,9_1,9_pref_score,42,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,binary,yes,0.595962474,NA,0.162070644,NA,12,12
bisazza,1997,xenoteca_eiseni,30,10,10_1,10_association_time,52,body_length,allowed,multiple_choice,assumed,body_length,column1,verified,large,high,high,copula,binary,yes,0.9833,NA,0.1846,NA,8,8
bisazza,1997,xenoteca_eiseni,31,10,10_1,10_association_time,52,body_length,allowed,multiple_choice,assumed,body_length,column1,verified,medium_length,medium,medium,copula,binary,yes,0.8633,NA,0.2223,NA,8,8
bisazza,1997,xenoteca_eiseni,32,10,10_1,10_association_time,52,body_length,allowed,multiple_choice,assumed,body_length,column1,verified,small,low,low,copula,binary,yes,0.07188,NA,0.1349,NA,8,8
beeching_hopp,1999,cichlasoma_nigrofasciatum,35,13,13_1,13_association_time,5,body_length,precluded,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,investment,yes,293.5,183.25,43.16248371,40.12792045,4,4
beeching_hopp,1999,cichlasoma_nigrofasciatum,36,13,13_1,13_association_time,5,body_length,precluded,multiple_choice,verified,body_length,column1,verified,medium_length,medium,medium,copula,investment,yes,265,205.75,59.126982,58.19149422,4,4
beeching_hopp,1999,cichlasoma_nigrofasciatum,37,13,13_1,13_association_time,5,body_length,precluded,multiple_choice,verified,body_length,column1,verified,large,high,high,copula,investment,yes,290.3333333,172.6666667,56.50442461,51.13462623,9,9
bisazza_et_al,2000,jenynsia_multidentata,38,14,14_1,14_copula_attempts,28,body_length,allowed,multiple_choice,verified,body_length,column1,verified,large,high,high,copula,investment,yes,43.3,15.1,34.6,3.9,11,11
bisazza_et_al,2000,jenynsia_multidentata,39,14,14_1,14_copula_attempts,28,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,investment,yes,17.1,31.7,9.6,9.5,9,9
bisazza_et_al,2000,jenynsia_multidentata,40,14,14_2,14_copula_attempts,28,body_length,allowed,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,investment,yes,54.8,18.3,20.8,8.5,6,6
elgar_et_al,2003,nephila_plumipes,43,17,17_1,17_pairing_choice,33,body_mass,precluded,multiple_choice,assumed,body_mass,column1,verified,light,low,low,copula,binary,yes,0.285714286,NA,NA,NA,14,14
elgar_et_al,2003,nephila_plumipes,45,17,17_1,17_pairing_choice,33,body_mass,precluded,multiple_choice,assumed,body_mass,column1,verified,medium_mass,medium,medium,copula,binary,yes,0.4,NA,NA,NA,5,5
elgar_et_al,2003,nephila_plumipes,48,17,17_1,17_pairing_choice,33,mating_status,precluded,multiple_choice,verified,body_mass,column1,verified,light,low,low,copula,binary,yes,0.428571429,NA,NA,NA,14,14
elgar_et_al,2003,nephila_plumipes,50,17,17_1,17_pairing_choice,33,mating_status,precluded,multiple_choice,verified,body_mass,column1,verified,medium_mass,medium,medium,copula,binary,yes,0.8,NA,NA,NA,5,5
amundsen_forsgren,2003,gobiusculus_flavescens,53,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_length,column1,assumed,large,NA,high,copula,binary,yes,0.686942417,NA,0.287539226,NA,6,6
amundsen_forsgren,2003,gobiusculus_flavescens,54,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_length,column1,assumed,medium_length,NA,medium,copula,binary,yes,0.770640714,NA,0.119654668,NA,12,12
amundsen_forsgren,2003,gobiusculus_flavescens,55,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_length,column1,assumed,small,NA,low,copula,binary,yes,0.623133071,NA,0.190821344,NA,13,13
amundsen_forsgren,2003,gobiusculus_flavescens,58,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_mass,column1,assumed,heavy,NA,high,copula,binary,yes,0.749407666,NA,0.27156989,NA,7,7
amundsen_forsgren,2003,gobiusculus_flavescens,59,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_mass,column1,assumed,light,NA,medium,copula,binary,yes,0.749096126,NA,0.140640261,NA,17,17
amundsen_forsgren,2003,gobiusculus_flavescens,60,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_mass,column1,assumed,medium_mass,NA,low,copula,binary,yes,0.495470383,NA,0.078031357,NA,7,7
amundsen_forsgren,2003,gobiusculus_flavescens,63,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_condition,column1,assumed,great_body_condition,NA,high,copula,binary,yes,0.745562521,NA,0.162770958,NA,7,7
amundsen_forsgren,2003,gobiusculus_flavescens,64,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_condition,column1,assumed,medium_body_condition,NA,medium,copula,binary,yes,0.714904957,NA,0.224942275,NA,13,13
amundsen_forsgren,2003,gobiusculus_flavescens,65,18,18_1,18_association_time,23,morph,precluded,multiple_choice,assumed,body_condition,column1,assumed,low_body_condition,NA,low,copula,binary,yes,0.634851984,NA,0.180028671,NA,11,11
amundsen_forsgren,2003,gobiusculus_flavescens,69,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_length,column1,assumed,medium_length,NA,medium,courtship,binary,yes,0.969560878,NA,0.057252733,NA,6,6
amundsen_forsgren,2003,gobiusculus_flavescens,70,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_length,column1,assumed,small,NA,low,courtship,binary,yes,0.744161677,NA,0.225298655,NA,10,10
amundsen_forsgren,2003,gobiusculus_flavescens,73,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_mass,column1,assumed,heavy,NA,high,courtship,binary,yes,0.964726027,NA,0.042360674,NA,4,4
amundsen_forsgren,2003,gobiusculus_flavescens,74,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_mass,column1,assumed,medium_mass,NA,medium,courtship,binary,yes,0.873059361,NA,0.173425685,NA,9,9
amundsen_forsgren,2003,gobiusculus_flavescens,75,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_mass,column1,assumed,light,NA,low,courtship,binary,yes,0.674520548,NA,0.233758604,NA,5,5
amundsen_forsgren,2003,gobiusculus_flavescens,78,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_condition,column1,assumed,great_body_condition,NA,high,courtship,binary,yes,0.81626943,NA,0.239018133,NA,5,5
amundsen_forsgren,2003,gobiusculus_flavescens,79,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_condition,column1,assumed,medium_body_condition,NA,medium,courtship,binary,yes,0.874715026,NA,0.158509596,NA,5,5
amundsen_forsgren,2003,gobiusculus_flavescens,80,18,18_1,18_courtship_display,23,morph,precluded,multiple_choice,assumed,body_condition,column1,assumed,low_body_condition,NA,low,courtship,binary,yes,0.830181347,NA,0.218069345,NA,8,8
sisodia_singh,2004,drosophila_ananassae,81,20,20_1,20_copula_choice,15,body_length,allowed,multiple_choice,verified,body_length,column1,assumed,large,high,high,copula,binary,yes,0.646,NA,NA,NA,48,48
sisodia_singh,2004,drosophila_ananassae,82,20,20_1,20_copula_choice,15,body_length,allowed,multiple_choice,verified,body_length,column1,assumed,small,low,low,copula,binary,yes,0.667,NA,NA,NA,39,39
sisodia_singh,2004,drosophila_ananassae,83,20,20_2,20_copula_occurrence,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,copula,binary,no,0.95,0.65,NA,NA,20,20
sisodia_singh,2004,drosophila_ananassae,84,20,20_2,20_copula_occurrence,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,copula,binary,no,0.8,0.85,NA,NA,20,20
sisodia_singh,2004,drosophila_ananassae,85,20,20_2,20_copula_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,post_copula,investment,no,7.24,4.26,1.874,1.334,19,13
sisodia_singh,2004,drosophila_ananassae,86,20,20_2,20_copula_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,post_copula,investment,no,5.15,2.58,1.48,0.7834,16,17
sisodia_singh,2004,drosophila_ananassae,87,20,20_2,20_courtship_tapping_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,courtship,investment,no,344.2,326.2,94.18,99.82,20,20
sisodia_singh,2004,drosophila_ananassae,88,20,20_2,20_courtship_tapping_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,courtship,investment,no,307.1,230.7,100.1,68.16,20,20
sisodia_singh,2004,drosophila_ananassae,89,20,20_2,20_courtship_scissoring_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,courtship,investment,no,312.8,279.5,93.91,211.4,20,20
sisodia_singh,2004,drosophila_ananassae,90,20,20_2,20_courtship_scissoring_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,courtship,investment,no,237.8,156.2,65.2,67.08,20,20
sisodia_singh,2004,drosophila_ananassae,91,20,20_2,20_courtship_vibration_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,courtship,investment,no,384.5,276.8,283.6,122.9,20,20
sisodia_singh,2004,drosophila_ananassae,92,20,20_2,20_courtship_vibration_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,courtship,investment,no,200.2,193.3,55.28,73.79,20,20
sisodia_singh,2004,drosophila_ananassae,93,20,20_2,20_courtship_licking_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,courtship,investment,no,553.3,443.2,712.9,136.6,20,20
sisodia_singh,2004,drosophila_ananassae,94,20,20_2,20_courtship_licking_duration,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,courtship,investment,no,376.3,172.9,229.4,119.1,20,20
sisodia_singh,2004,drosophila_ananassae,95,20,20_2,20_latency_copula,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,latency,investment,no,11.94,140.3,5.492,67.06,19,13
sisodia_singh,2004,drosophila_ananassae,96,20,20_2,20_latency_copula,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,latency,investment,no,40.08,81.12,27.12,71.99,16,17
sisodia_singh,2004,drosophila_ananassae,97,20,20_2,20_latency_courtship,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,latency,investment,no,9.42,122.3,4.562,78.35,20,20
sisodia_singh,2004,drosophila_ananassae,98,20,20_2,20_latency_courtship,15,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,latency,investment,no,31.86,61.02,7.513,57.96,20,20
basolo,2004,brachyrhaphis_rhabdophora,101,21,21_1,21_association_time,4,body_length,precluded,multiple_choice,assumed,body_length,column1,verified,small,low,low,copula,investment,yes,297.2,622.6,292.5810999,319.0561079,5,5
basolo,2004,brachyrhaphis_rhabdophora,102,21,21_1,21_association_time,4,body_length,precluded,multiple_choice,assumed,body_length,column1,verified,medium_length,medium,medium,copula,investment,yes,539.25,467,253.1776386,155.200945,4,4
basolo,2004,brachyrhaphis_rhabdophora,103,21,21_1,21_association_time,4,body_length,precluded,multiple_choice,assumed,body_length,column1,verified,large,high,high,copula,investment,yes,775.3333333,231.6666667,233.9356037,203.8790491,6,6
sato_et_al,2006,paralithodes_brevipes,104,25,25_1,25_sperm_number,37,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,high,high,post_copula,investment,no,48.16,29.06,10.21,9.132,10,8
sato_et_al,2006,paralithodes_brevipes,105,25,25_1,25_sperm_number,37,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,low,low,post_copula,investment,no,22.06,22.33,5.956,5.327,10,8
cornwallis_birkhead,2007,gallus_gallus,106,27,27_1,27_sperm_number,18,morph,precluded,multiple_choice,verified,social_rank,column2,verified,dominant,high,NA,post_copula,investment,yes,49081843.2,8310293.933,35879494.74,20048399.38,14,14
cornwallis_birkhead,2007,gallus_gallus,107,27,27_1,27_sperm_number,18,morph,precluded,multiple_choice,verified,social_rank,column2,verified,subordinate,low,NA,post_copula,investment,yes,22767584.69,23841085.77,21449268.5,28887540.54,12,12
sato_goshima,2007,hapalogaster_dentata,108,28,28_1,28_sperm_number,25,body_length,allowed,no_choice,verified,body_length,column1,verified,large,high,high,post_copula,investment,no,554000,238700,76700,57450,10,9
sato_goshima,2007,hapalogaster_dentata,109,28,28_1,28_sperm_number,25,body_length,allowed,no_choice,verified,body_length,column1,verified,small,low,low,post_copula,investment,no,274500,252800,42340,32300,11,10
hoefler,2007,phidippus_clarus,110,30,30_1,30_pairing_choice,40,body_length,allowed,multiple_choice,assumed,body_length,column1,verified,large,high,high,copula,binary,yes,0.824,NA,NA,NA,17,17
hoefler,2007,phidippus_clarus,111,30,30_1,30_pairing_choice,40,body_length,allowed,multiple_choice,assumed,body_length,column1,verified,small,low,low,copula,binary,yes,0.75,NA,NA,NA,16,16
tudor_morris,2009,xiphophorus_malinche,118,36,36_1,36_association_time,53,body_length,allowed,multiple_choice,assumed,body_length,column1,assumed,large,NA,high,copula,investment,yes,545,427.4,213.274471,173.8010357,5,5
tudor_morris,2009,xiphophorus_malinche,119,36,36_1,36_association_time,53,body_length,allowed,multiple_choice,assumed,body_length,column1,assumed,medium_length,NA,medium,copula,investment,yes,689.625,279.5,241.3491469,187.1798219,8,8
tudor_morris,2009,xiphophorus_malinche,120,36,36_1,36_association_time,53,body_length,allowed,multiple_choice,assumed,symmetry,column2,assumed,assymetric,low,low,copula,investment,yes,598.2857143,306.2857143,185.2545225,113.8708542,7,7
tudor_morris,2009,xiphophorus_malinche,121,36,36_1,36_association_time,53,body_length,allowed,multiple_choice,assumed,symmetry,column2,assumed,symmetric,high,high,copula,investment,yes,618.1428571,382.5714286,307.6157931,240.4841347,7,7
baldauf_et_al,2009,pelvicachromis_taeniatus,124,37,37_1,37_association_time,39,body_length,precluded,multiple_choice,verified,body_condition,column1,assumed,low_body_condition,NA,low,copula,binary,yes,0.763921429,NA,NA,NA,14,14
baldauf_et_al,2009,pelvicachromis_taeniatus,125,37,37_1,37_association_time,39,body_length,precluded,multiple_choice,verified,body_condition,column1,assumed,medium_body_condition,NA,medium,copula,binary,yes,0.840816667,NA,NA,NA,6,6
baldauf_et_al,2009,pelvicachromis_taeniatus,128,37,37_1,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,binary,yes,0.898892308,NA,NA,NA,13,13
baldauf_et_al,2009,pelvicachromis_taeniatus,129,37,37_1,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,large,high,high,copula,binary,yes,0.649833333,NA,NA,NA,3,3
baldauf_et_al,2009,pelvicachromis_taeniatus,130,37,37_1,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,medium_size,medium,medium,copula,binary,yes,0.52094,NA,NA,NA,5,5
baldauf_et_al,2009,pelvicachromis_taeniatus,133,37,37_2,37_association_time,39,body_length,precluded,multiple_choice,verified,body_condition,column1,assumed,low_body_condition,NA,low,copula,binary,yes,0.93618,NA,NA,NA,15,15
baldauf_et_al,2009,pelvicachromis_taeniatus,134,37,37_2,37_association_time,39,body_length,precluded,multiple_choice,verified,body_condition,column1,assumed,medium_body_condition,NA,medium,copula,binary,yes,0.88648,NA,NA,NA,5,5
baldauf_et_al,2009,pelvicachromis_taeniatus,137,37,37_2,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,binary,yes,0.913272727,NA,NA,NA,11,11
baldauf_et_al,2009,pelvicachromis_taeniatus,138,37,37_2,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,large,high,high,copula,binary,yes,0.8738,NA,NA,NA,4,4
baldauf_et_al,2009,pelvicachromis_taeniatus,139,37,37_2,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,medium_size,medium,medium,copula,binary,yes,0.930716667,NA,NA,NA,6,6
baldauf_et_al,2009,pelvicachromis_taeniatus,142,37,37_3,37_association_time,39,body_length,precluded,multiple_choice,verified,body_condition,column1,assumed,low_body_condition,NA,low,copula,binary,yes,0.805611111,NA,NA,NA,9,9
baldauf_et_al,2009,pelvicachromis_taeniatus,144,37,37_3,37_association_time,39,body_length,precluded,multiple_choice,verified,body_condition,column1,assumed,medium_body_condition,NA,medium,copula,binary,yes,0.774625,NA,NA,NA,8,8
baldauf_et_al,2009,pelvicachromis_taeniatus,147,37,37_3,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,small,low,low,copula,binary,yes,0.817930769,NA,NA,NA,13,13
baldauf_et_al,2009,pelvicachromis_taeniatus,149,37,37_3,37_association_time,39,body_length,precluded,multiple_choice,verified,body_length,column1,verified,medium_size,medium,medium,copula,binary,yes,0.68225,NA,NA,NA,4,4
reid_baruch,2010,dendroctonus_ponderosae,152,38,38_1,38_pairing_latency,12,body_mass,allowed,no_choice,verified,body_mass,column1,assumed,light,NA,low,latency,investment,no,111,61.66666667,54.40588203,62.06057647,10,12
reid_baruch,2010,dendroctonus_ponderosae,153,38,38_1,38_pairing_latency,12,body_mass,allowed,no_choice,verified,body_mass,column1,assumed,medium_mass,NA,medium,latency,investment,no,36.25,54.09090909,54.29746114,52.43177385,8,11
reid_baruch,2010,dendroctonus_ponderosae,156,38,38_1,38_pairing_latency,12,body_mass,allowed,no_choice,verified,body_length,column1,assumed,small,NA,low,latency,investment,no,110.625,58.75,58.33630945,58.47771248,8,8
reid_baruch,2010,dendroctonus_ponderosae,157,38,38_1,38_pairing_latency,12,body_mass,allowed,no_choice,verified,body_length,column1,assumed,large,NA,high,latency,investment,no,5,62,0,57.06721184,3,10
reid_baruch,2010,dendroctonus_ponderosae,158,38,38_1,38_pairing_latency,12,body_mass,allowed,no_choice,verified,body_length,column1,assumed,medium_length,NA,medium,latency,investment,no,63.125,54.28571429,62.50357133,61.06202935,8,7
reid_baruch,2010,dendroctonus_ponderosae,161,38,38_1,38_pairing_latency,12,body_mass,allowed,no_choice,verified,body_condition,column1,assumed,low_body_condition,NA,low,latency,investment,no,123.75,66,49.560569,67.58328196,4,5
reid_baruch,2010,dendroctonus_ponderosae,162,38,38_1,38_pairing_latency,12,body_mass,allowed,no_choice,verified,body_condition,column1,assumed,medium_body_condition,NA,medium,latency,investment,no,51.53846154,57,62.76227023,54.90182626,13,20
reid_baruch,2010,dendroctonus_ponderosae,165,38,38_1,38_pairing_latency,12,body_length,allowed,no_choice,verified,body_mass,column1,assumed,light,NA,low,latency,investment,no,108.75,54.5,54.31913274,61.25765258,12,10
reid_baruch,2010,dendroctonus_ponderosae,166,38,38_1,38_pairing_latency,12,body_length,allowed,no_choice,verified,body_mass,column1,assumed,medium_mass,NA,medium,latency,investment,no,32.14285714,55,52.74602219,52.74294438,7,12
reid_baruch,2010,dendroctonus_ponderosae,169,38,38_1,38_pairing_latency,12,body_length,allowed,no_choice,verified,body_length,column1,assumed,small,NA,low,latency,investment,no,110,52.14285714,60.46693311,51.78940874,9,7
reid_baruch,2010,dendroctonus_ponderosae,170,38,38_1,38_pairing_latency,12,body_length,allowed,no_choice,verified,body_length,column1,assumed,large,NA,high,latency,investment,no,43.33333333,50.5,66.39528096,55.65019716,3,10
reid_baruch,2010,dendroctonus_ponderosae,171,38,38_1,38_pairing_latency,12,body_length,allowed,no_choice,verified,body_length,column1,assumed,medium_length,NA,medium,latency,investment,no,59.44444444,58.33333333,59.50023343,65.85337248,9,6
reid_baruch,2010,dendroctonus_ponderosae,174,38,38_1,38_pairing_latency,12,body_length,allowed,no_choice,verified,body_condition,column1,assumed,low_body_condition,NA,low,latency,investment,no,123.75,66,49.560569,67.58328196,4,5
reid_baruch,2010,dendroctonus_ponderosae,175,38,38_1,38_pairing_latency,12,body_length,allowed,no_choice,verified,body_condition,column1,assumed,medium_body_condition,NA,medium,latency,investment,no,63.125,47.05882353,62.09871174,52.91676316,16,17
reid_baruch,2010,dendroctonus_ponderosae,178,38,38_1,38_pairing_latency,12,body_condition,allowed,no_choice,verified,body_mass,column1,assumed,light,NA,low,latency,investment,no,73.88888889,91.15384615,58.99034761,66.36872526,9,13
reid_baruch,2010,dendroctonus_ponderosae,179,38,38_1,38_pairing_latency,12,body_condition,allowed,no_choice,verified,body_mass,column1,assumed,medium_mass,NA,medium,latency,investment,no,64.44444444,30.5,64.97328511,33.94849039,9,10
reid_baruch,2010,dendroctonus_ponderosae,182,38,38_1,38_pairing_latency,12,body_condition,allowed,no_choice,verified,body_length,column1,assumed,small,NA,low,latency,investment,no,71.875,97.5,60.64754735,65.62882642,8,8
reid_baruch,2010,dendroctonus_ponderosae,183,38,38_1,38_pairing_latency,12,body_condition,allowed,no_choice,verified,body_length,column1,assumed,large,NA,high,latency,investment,no,17,68.75,16.43167673,62.66407036,5,8
reid_baruch,2010,dendroctonus_ponderosae,184,38,38_1,38_pairing_latency,12,body_condition,allowed,no_choice,verified,body_length,column1,assumed,medium_length,NA,medium,latency,investment,no,86.42857143,35,66.44009117,44.15880433,7,8
reid_baruch,2010,dendroctonus_ponderosae,187,38,38_1,38_pairing_latency,12,body_condition,allowed,no_choice,verified,body_condition,column1,assumed,medium_body_condition,NA,medium,latency,investment,no,58.61111111,50.33333333,61.37650335,53.56793639,18,15
reid_baruch,2010,dendroctonus_ponderosae,190,38,38_1,38_pairing_occurrence,12,body_mass,allowed,no_choice,verified,body_mass,column1,assumed,light,NA,low,copula,binary,no,0.476190476,0.631578947,NA,NA,21,19
reid_baruch,2010,dendroctonus_ponderosae,191,38,38_1,38_pairing_occurrence,12,body_mass,allowed,no_choice,verified,body_mass,column1,assumed,heavy,NA,high,copula,binary,no,0.25,0.285714286,NA,NA,4,7
reid_baruch,2010,dendroctonus_ponderosae,192,38,38_1,38_pairing_occurrence,12,body_mass,allowed,no_choice,verified,body_mass,column1,assumed,medium_mass,NA,medium,copula,binary,no,0.888888889,0.55,NA,NA,9,20
reid_baruch,2010,dendroctonus_ponderosae,195,38,38_1,38_pairing_occurrence,12,body_mass,allowed,no_choice,verified,body_length,column1,assumed,small,NA,low,copula,binary,no,0.5,0.727272727,NA,NA,16,11
reid_baruch,2010,dendroctonus_ponderosae,196,38,38_1,38_pairing_occurrence,12,body_mass,allowed,no_choice,verified,body_length,column1,assumed,large,NA,high,copula,binary,no,0.5,0.526315789,NA,NA,6,19
reid_baruch,2010,dendroctonus_ponderosae,197,38,38_1,38_pairing_occurrence,12,body_mass,allowed,no_choice,verified,body_length,column1,assumed,medium_length,NA,medium,copula,binary,no,0.666666667,0.4375,NA,NA,12,16
