"rho","alpha","REML_logLik","AIC_nominal_fixed_rho","pooled_mean","pooled_se","ci_lb","ci_ub","study_variance","effect_size_variance","species_nonphylogenetic_variance","species_phylogenetic_variance","correlation_offdiag_mean","covariance_offdiag_mean","error","delta_REML_logLik_from_grid_max","within_95pct_LR_grid"
0.562952837388517,1.77634773925095,-175.522858201899,361.045716403798,0.348218851287807,0.203267117428389,-0.0504414826090357,0.746879185184649,0.0368857622992647,0.0145931831613871,1.49272346991026e-09,0.222944857876277,0.195756411960395,0.0436428854428804,NA,15.1445262505734,FALSE
0.608767434948458,1.64266342545847,-175.814203057539,361.628406115078,0.348756732810339,0.21692238223978,-0.0766851705701996,0.774198636190877,0.0372502692024982,0.0145983001357963,1.49272359657854e-09,0.233461904026735,0.212077887742179,0.0495121074742572,NA,15.4358711062137,FALSE
0.658310546178063,1.51903992090917,-176.088051161633,362.176102323266,0.349262127936308,0.231512498714086,-0.104794835168733,0.803319091041348,0.037592609783644,0.014603194297634,1.49272351204926e-09,0.244892670539661,0.229425626111382,0.0561846542686502,NA,15.7097192103076,FALSE
0.711885607425686,1.4047200695856,-176.345064502367,362.690129004734,0.349735876012308,0.247063114951352,-0.134819939734918,0.834291691759534,0.0379141256204311,0.0146078659592642,1.4927235538815e-09,0.257302205420524,0.247779697779895,0.0637542626971978,NA,15.9667325510416,FALSE
0.769820749495879,1.29900369749043,-176.585945393577,363.171890787154,0.350179066148025,0.263595622607936,-0.166801349829229,0.86715948212528,0.0382160572157639,0.0146123205202065,1.49272457985016e-09,0.270762039672017,0.267102252343593,0.072321150645541,NA,16.2076134422516,FALSE
0.832470807349846,1.20124332429563,-176.811423000541,363.622846001082,0.350592954415408,0.281126892611257,-0.200770897710205,0.90195680654102,0.0384996107584313,0.0146165585860735,1.49272493733559e-09,0.285349522419489,0.28733748644189,0.0819916145294096,NA,16.4330910492156,FALSE
0.900219493360662,1.11084019772427,-177.02224149857,364.044482997139,0.350978908487744,0.299669907009444,-0.236752676918876,0.938710493894364,0.0387659134539971,0.0146205890437433,1.49272617474657e-09,0.301148645823113,0.308412481092454,0.0928780010359389,NA,16.643909547244,FALSE
0.973481747433767,1.02724062637655,-177.219149901375,364.43829980275,0.351338356704672,0.319233821013268,-0.274763214894334,0.977439928303679,0.0390161017958902,0.0146244130546465,1.49272516022686e-09,0.318249410555898,0.330238824178586,0.105098311137508,NA,16.8408179500497,FALSE
1.05270627838652,0.949932588539985,-177.402893512244,364.805787024489,0.351672792621165,0.339828990952512,-0.31482132957095,1.01816691481328,0.0392508378130502,0.0146280414994519,1.49272527258221e-09,0.336756952706688,0.35271487736319,0.118779187275141,NA,17.0245615609189,FALSE
1.13837831215196,0.878442596213577,-177.574206896633,365.148413793266,0.351983646485202,0.361457996708047,-0.356930650526365,1.06089794349677,0.0394713985119804,0.0146314823133295,1.49272671446063e-09,0.35677260740486,0.375728511708932,0.134049640798743,NA,17.1958749453073,FALSE
1.23102256363872,0.812332795139145,-177.733808236852,365.467616473703,0.352272378641351,0.384127499930803,-0.401102782667381,1.10564753995008,0.0396785000796864,0.0146347387294173,1.49272669453868e-09,0.378416704850988,0.399160122749248,0.151048858358686,NA,17.3554762855262,FALSE
