"value","parameter","panel"
0.42184,"Pooled mean (Hedges' d)","Fixed effect"
0.407976,"Pooled mean (Hedges' d)","Fixed effect"
0.359568,"Pooled mean (Hedges' d)","Fixed effect"
-0.0892794,"Pooled mean (Hedges' d)","Fixed effect"
-0.0993035,"Pooled mean (Hedges' d)","Fixed effect"
-0.140184,"Pooled mean (Hedges' d)","Fixed effect"
-0.0684265,"Pooled mean (Hedges' d)","Fixed effect"
-0.322519,"Pooled mean (Hedges' d)","Fixed effect"
-0.139426,"Pooled mean (Hedges' d)","Fixed effect"
-0.019522,"Pooled mean (Hedges' d)","Fixed effect"
0.197537,"Pooled mean (Hedges' d)","Fixed effect"
0.269954,"Pooled mean (Hedges' d)","Fixed effect"
0.0297225,"Pooled mean (Hedges' d)","Fixed effect"
-0.171782,"Pooled mean (Hedges' d)","Fixed effect"
-0.224659,"Pooled mean (Hedges' d)","Fixed effect"
-0.202785,"Pooled mean (Hedges' d)","Fixed effect"
-0.39245,"Pooled mean (Hedges' d)","Fixed effect"
0.218909,"Pooled mean (Hedges' d)","Fixed effect"
0.266736,"Pooled mean (Hedges' d)","Fixed effect"
0.324542,"Pooled mean (Hedges' d)","Fixed effect"
0.268919,"Pooled mean (Hedges' d)","Fixed effect"
-0.308055,"Pooled mean (Hedges' d)","Fixed effect"
-0.26014,"Pooled mean (Hedges' d)","Fixed effect"
0.0396953,"Pooled mean (Hedges' d)","Fixed effect"
-0.0971969,"Pooled mean (Hedges' d)","Fixed effect"
-0.102973,"Pooled mean (Hedges' d)","Fixed effect"
-0.0350674,"Pooled mean (Hedges' d)","Fixed effect"
0.283555,"Pooled mean (Hedges' d)","Fixed effect"
0.309383,"Pooled mean (Hedges' d)","Fixed effect"
0.577572,"Pooled mean (Hedges' d)","Fixed effect"
-0.0381245,"Pooled mean (Hedges' d)","Fixed effect"
-0.043191,"Pooled mean (Hedges' d)","Fixed effect"
-0.101891,"Pooled mean (Hedges' d)","Fixed effect"
-0.0571975,"Pooled mean (Hedges' d)","Fixed effect"
-0.136677,"Pooled mean (Hedges' d)","Fixed effect"
0.0529551,"Pooled mean (Hedges' d)","Fixed effect"
-0.139137,"Pooled mean (Hedges' d)","Fixed effect"
-0.0974322,"Pooled mean (Hedges' d)","Fixed effect"
-0.124733,"Pooled mean (Hedges' d)","Fixed effect"
-0.0519404,"Pooled mean (Hedges' d)","Fixed effect"
0.208023,"Pooled mean (Hedges' d)","Fixed effect"
0.258086,"Pooled mean (Hedges' d)","Fixed effect"
0.136543,"Pooled mean (Hedges' d)","Fixed effect"
-0.278308,"Pooled mean (Hedges' d)","Fixed effect"
-0.382552,"Pooled mean (Hedges' d)","Fixed effect"
-0.298077,"Pooled mean (Hedges' d)","Fixed effect"
-0.321003,"Pooled mean (Hedges' d)","Fixed effect"
-0.346492,"Pooled mean (Hedges' d)","Fixed effect"
-0.0516164,"Pooled mean (Hedges' d)","Fixed effect"
0.20892,"Pooled mean (Hedges' d)","Fixed effect"
-0.241498,"Pooled mean (Hedges' d)","Fixed effect"
-0.308161,"Pooled mean (Hedges' d)","Fixed effect"
-0.272407,"Pooled mean (Hedges' d)","Fixed effect"
-0.033089,"Pooled mean (Hedges' d)","Fixed effect"
0.0655794,"Pooled mean (Hedges' d)","Fixed effect"
-0.200646,"Pooled mean (Hedges' d)","Fixed effect"
-0.0973677,"Pooled mean (Hedges' d)","Fixed effect"
-0.143153,"Pooled mean (Hedges' d)","Fixed effect"
-0.041755,"Pooled mean (Hedges' d)","Fixed effect"
-0.282098,"Pooled mean (Hedges' d)","Fixed effect"
-0.203803,"Pooled mean (Hedges' d)","Fixed effect"
-0.0844962,"Pooled mean (Hedges' d)","Fixed effect"
-0.0404995,"Pooled mean (Hedges' d)","Fixed effect"
0.0760276,"Pooled mean (Hedges' d)","Fixed effect"
0.366097,"Pooled mean (Hedges' d)","Fixed effect"
0.076442,"Pooled mean (Hedges' d)","Fixed effect"
-0.129461,"Pooled mean (Hedges' d)","Fixed effect"
-0.213706,"Pooled mean (Hedges' d)","Fixed effect"
-0.222076,"Pooled mean (Hedges' d)","Fixed effect"
0.241854,"Pooled mean (Hedges' d)","Fixed effect"
-0.00923498,"Pooled mean (Hedges' d)","Fixed effect"
0.156466,"Pooled mean (Hedges' d)","Fixed effect"
-0.0271582,"Pooled mean (Hedges' d)","Fixed effect"
0.0103863,"Pooled mean (Hedges' d)","Fixed effect"
-0.328321,"Pooled mean (Hedges' d)","Fixed effect"
-0.359125,"Pooled mean (Hedges' d)","Fixed effect"
-0.354272,"Pooled mean (Hedges' d)","Fixed effect"
-0.310344,"Pooled mean (Hedges' d)","Fixed effect"
-0.340911,"Pooled mean (Hedges' d)","Fixed effect"
-0.130325,"Pooled mean (Hedges' d)","Fixed effect"
-0.257465,"Pooled mean (Hedges' d)","Fixed effect"
-0.0513898,"Pooled mean (Hedges' d)","Fixed effect"
-0.0821244,"Pooled mean (Hedges' d)","Fixed effect"
-0.226513,"Pooled mean (Hedges' d)","Fixed effect"
-0.198699,"Pooled mean (Hedges' d)","Fixed effect"
-0.0436638,"Pooled mean (Hedges' d)","Fixed effect"
0.0942054,"Pooled mean (Hedges' d)","Fixed effect"
0.144377,"Pooled mean (Hedges' d)","Fixed effect"
0.0787928,"Pooled mean (Hedges' d)","Fixed effect"
0.0381398,"Pooled mean (Hedges' d)","Fixed effect"
0.308016,"Pooled mean (Hedges' d)","Fixed effect"
-0.177658,"Pooled mean (Hedges' d)","Fixed effect"
0.0772312,"Pooled mean (Hedges' d)","Fixed effect"
-0.106793,"Pooled mean (Hedges' d)","Fixed effect"
-0.0682804,"Pooled mean (Hedges' d)","Fixed effect"
-0.0843566,"Pooled mean (Hedges' d)","Fixed effect"
-0.0964249,"Pooled mean (Hedges' d)","Fixed effect"
-0.299521,"Pooled mean (Hedges' d)","Fixed effect"
-0.0588117,"Pooled mean (Hedges' d)","Fixed effect"
-0.0854196,"Pooled mean (Hedges' d)","Fixed effect"
-0.178578,"Pooled mean (Hedges' d)","Fixed effect"
-0.120904,"Pooled mean (Hedges' d)","Fixed effect"
-0.193841,"Pooled mean (Hedges' d)","Fixed effect"
-0.13893,"Pooled mean (Hedges' d)","Fixed effect"
-0.251647,"Pooled mean (Hedges' d)","Fixed effect"
-0.250299,"Pooled mean (Hedges' d)","Fixed effect"
-0.245354,"Pooled mean (Hedges' d)","Fixed effect"
-0.0349625,"Pooled mean (Hedges' d)","Fixed effect"
-0.200692,"Pooled mean (Hedges' d)","Fixed effect"
-0.0337631,"Pooled mean (Hedges' d)","Fixed effect"
-0.0861131,"Pooled mean (Hedges' d)","Fixed effect"
-0.210004,"Pooled mean (Hedges' d)","Fixed effect"
-0.229338,"Pooled mean (Hedges' d)","Fixed effect"
0.10669,"Pooled mean (Hedges' d)","Fixed effect"
0.16142,"Pooled mean (Hedges' d)","Fixed effect"
0.228787,"Pooled mean (Hedges' d)","Fixed effect"
-0.00745526,"Pooled mean (Hedges' d)","Fixed effect"
-0.429257,"Pooled mean (Hedges' d)","Fixed effect"
-0.0443052,"Pooled mean (Hedges' d)","Fixed effect"
-0.130632,"Pooled mean (Hedges' d)","Fixed effect"
-0.0592914,"Pooled mean (Hedges' d)","Fixed effect"
-0.278643,"Pooled mean (Hedges' d)","Fixed effect"
-0.232074,"Pooled mean (Hedges' d)","Fixed effect"
-0.508489,"Pooled mean (Hedges' d)","Fixed effect"
-0.0653008,"Pooled mean (Hedges' d)","Fixed effect"
-0.0242442,"Pooled mean (Hedges' d)","Fixed effect"
0.0804994,"Pooled mean (Hedges' d)","Fixed effect"
0.11134,"Pooled mean (Hedges' d)","Fixed effect"
0.30394,"Pooled mean (Hedges' d)","Fixed effect"
0.194076,"Pooled mean (Hedges' d)","Fixed effect"
0.0256852,"Pooled mean (Hedges' d)","Fixed effect"
-0.0300806,"Pooled mean (Hedges' d)","Fixed effect"
-0.092541,"Pooled mean (Hedges' d)","Fixed effect"
-0.111436,"Pooled mean (Hedges' d)","Fixed effect"
-0.0294589,"Pooled mean (Hedges' d)","Fixed effect"
-0.299122,"Pooled mean (Hedges' d)","Fixed effect"
-0.224962,"Pooled mean (Hedges' d)","Fixed effect"
-0.470879,"Pooled mean (Hedges' d)","Fixed effect"
-0.323122,"Pooled mean (Hedges' d)","Fixed effect"
-0.462358,"Pooled mean (Hedges' d)","Fixed effect"
-0.527997,"Pooled mean (Hedges' d)","Fixed effect"
-0.518869,"Pooled mean (Hedges' d)","Fixed effect"
-0.588333,"Pooled mean (Hedges' d)","Fixed effect"
-0.0502967,"Pooled mean (Hedges' d)","Fixed effect"
-0.187173,"Pooled mean (Hedges' d)","Fixed effect"
-0.237658,"Pooled mean (Hedges' d)","Fixed effect"
-0.116582,"Pooled mean (Hedges' d)","Fixed effect"
-0.106355,"Pooled mean (Hedges' d)","Fixed effect"
-0.0748109,"Pooled mean (Hedges' d)","Fixed effect"
-0.176244,"Pooled mean (Hedges' d)","Fixed effect"
-0.0974754,"Pooled mean (Hedges' d)","Fixed effect"
0.00311998,"Pooled mean (Hedges' d)","Fixed effect"
0.116408,"Pooled mean (Hedges' d)","Fixed effect"
-0.189092,"Pooled mean (Hedges' d)","Fixed effect"
-0.0352889,"Pooled mean (Hedges' d)","Fixed effect"
-0.144299,"Pooled mean (Hedges' d)","Fixed effect"
-0.234656,"Pooled mean (Hedges' d)","Fixed effect"
-0.383311,"Pooled mean (Hedges' d)","Fixed effect"
-0.24218,"Pooled mean (Hedges' d)","Fixed effect"
-0.257156,"Pooled mean (Hedges' d)","Fixed effect"
-0.186504,"Pooled mean (Hedges' d)","Fixed effect"
-0.190747,"Pooled mean (Hedges' d)","Fixed effect"
-0.32984,"Pooled mean (Hedges' d)","Fixed effect"
0.0460845,"Pooled mean (Hedges' d)","Fixed effect"
-0.168809,"Pooled mean (Hedges' d)","Fixed effect"
-0.148491,"Pooled mean (Hedges' d)","Fixed effect"
-0.0373932,"Pooled mean (Hedges' d)","Fixed effect"
-0.0907687,"Pooled mean (Hedges' d)","Fixed effect"
-0.178632,"Pooled mean (Hedges' d)","Fixed effect"
-0.265406,"Pooled mean (Hedges' d)","Fixed effect"
-0.271522,"Pooled mean (Hedges' d)","Fixed effect"
-0.157182,"Pooled mean (Hedges' d)","Fixed effect"
0.0689629,"Pooled mean (Hedges' d)","Fixed effect"
-0.0484276,"Pooled mean (Hedges' d)","Fixed effect"
-0.196126,"Pooled mean (Hedges' d)","Fixed effect"
-0.113124,"Pooled mean (Hedges' d)","Fixed effect"
-0.298894,"Pooled mean (Hedges' d)","Fixed effect"
-0.0924363,"Pooled mean (Hedges' d)","Fixed effect"
-0.3578,"Pooled mean (Hedges' d)","Fixed effect"
0.260536,"Pooled mean (Hedges' d)","Fixed effect"
-0.371976,"Pooled mean (Hedges' d)","Fixed effect"
-0.190827,"Pooled mean (Hedges' d)","Fixed effect"
-0.208984,"Pooled mean (Hedges' d)","Fixed effect"
0.282734,"Pooled mean (Hedges' d)","Fixed effect"
-0.0708824,"Pooled mean (Hedges' d)","Fixed effect"
0.041407,"Pooled mean (Hedges' d)","Fixed effect"
-0.192599,"Pooled mean (Hedges' d)","Fixed effect"
-0.251114,"Pooled mean (Hedges' d)","Fixed effect"
0.0490744,"Pooled mean (Hedges' d)","Fixed effect"
0.0863321,"Pooled mean (Hedges' d)","Fixed effect"
0.103946,"Pooled mean (Hedges' d)","Fixed effect"
0.078902,"Pooled mean (Hedges' d)","Fixed effect"
-0.0950053,"Pooled mean (Hedges' d)","Fixed effect"
-0.173483,"Pooled mean (Hedges' d)","Fixed effect"
-0.00641063,"Pooled mean (Hedges' d)","Fixed effect"
0.137095,"Pooled mean (Hedges' d)","Fixed effect"
0.154892,"Pooled mean (Hedges' d)","Fixed effect"
0.126748,"Pooled mean (Hedges' d)","Fixed effect"
-0.142422,"Pooled mean (Hedges' d)","Fixed effect"
-0.132252,"Pooled mean (Hedges' d)","Fixed effect"
-0.0701722,"Pooled mean (Hedges' d)","Fixed effect"
-0.200836,"Pooled mean (Hedges' d)","Fixed effect"
-0.222784,"Pooled mean (Hedges' d)","Fixed effect"
-0.216004,"Pooled mean (Hedges' d)","Fixed effect"
-0.0929306,"Pooled mean (Hedges' d)","Fixed effect"
-0.106848,"Pooled mean (Hedges' d)","Fixed effect"
-0.225983,"Pooled mean (Hedges' d)","Fixed effect"
-0.284841,"Pooled mean (Hedges' d)","Fixed effect"
-0.345284,"Pooled mean (Hedges' d)","Fixed effect"
-0.142314,"Pooled mean (Hedges' d)","Fixed effect"
-0.0659348,"Pooled mean (Hedges' d)","Fixed effect"
-0.0850016,"Pooled mean (Hedges' d)","Fixed effect"
-0.188321,"Pooled mean (Hedges' d)","Fixed effect"
-0.244868,"Pooled mean (Hedges' d)","Fixed effect"
-0.363638,"Pooled mean (Hedges' d)","Fixed effect"
-0.457712,"Pooled mean (Hedges' d)","Fixed effect"
-0.296493,"Pooled mean (Hedges' d)","Fixed effect"
-0.298412,"Pooled mean (Hedges' d)","Fixed effect"
-0.282952,"Pooled mean (Hedges' d)","Fixed effect"
-0.434315,"Pooled mean (Hedges' d)","Fixed effect"
-0.263995,"Pooled mean (Hedges' d)","Fixed effect"
-0.398885,"Pooled mean (Hedges' d)","Fixed effect"
-0.425443,"Pooled mean (Hedges' d)","Fixed effect"
-0.340181,"Pooled mean (Hedges' d)","Fixed effect"
-0.522457,"Pooled mean (Hedges' d)","Fixed effect"
-0.171032,"Pooled mean (Hedges' d)","Fixed effect"
-0.139358,"Pooled mean (Hedges' d)","Fixed effect"
-0.329171,"Pooled mean (Hedges' d)","Fixed effect"
-0.205884,"Pooled mean (Hedges' d)","Fixed effect"
-0.540655,"Pooled mean (Hedges' d)","Fixed effect"
-0.431553,"Pooled mean (Hedges' d)","Fixed effect"
-0.58754,"Pooled mean (Hedges' d)","Fixed effect"
-0.137882,"Pooled mean (Hedges' d)","Fixed effect"
-0.00489845,"Pooled mean (Hedges' d)","Fixed effect"
-0.0289619,"Pooled mean (Hedges' d)","Fixed effect"
-0.0660288,"Pooled mean (Hedges' d)","Fixed effect"
-0.164459,"Pooled mean (Hedges' d)","Fixed effect"
-0.234358,"Pooled mean (Hedges' d)","Fixed effect"
-0.169307,"Pooled mean (Hedges' d)","Fixed effect"
-0.159104,"Pooled mean (Hedges' d)","Fixed effect"
-0.125581,"Pooled mean (Hedges' d)","Fixed effect"
-0.0576314,"Pooled mean (Hedges' d)","Fixed effect"
-0.00917608,"Pooled mean (Hedges' d)","Fixed effect"
-0.406518,"Pooled mean (Hedges' d)","Fixed effect"
-0.230492,"Pooled mean (Hedges' d)","Fixed effect"
-0.203603,"Pooled mean (Hedges' d)","Fixed effect"
-0.327694,"Pooled mean (Hedges' d)","Fixed effect"
-0.0669392,"Pooled mean (Hedges' d)","Fixed effect"
-0.129763,"Pooled mean (Hedges' d)","Fixed effect"
-0.156815,"Pooled mean (Hedges' d)","Fixed effect"
-0.245852,"Pooled mean (Hedges' d)","Fixed effect"
-0.362607,"Pooled mean (Hedges' d)","Fixed effect"
-0.509299,"Pooled mean (Hedges' d)","Fixed effect"
-0.348893,"Pooled mean (Hedges' d)","Fixed effect"
-0.749346,"Pooled mean (Hedges' d)","Fixed effect"
-0.316204,"Pooled mean (Hedges' d)","Fixed effect"
-0.33466,"Pooled mean (Hedges' d)","Fixed effect"
-0.186679,"Pooled mean (Hedges' d)","Fixed effect"
-0.403473,"Pooled mean (Hedges' d)","Fixed effect"
-0.409512,"Pooled mean (Hedges' d)","Fixed effect"
-0.229543,"Pooled mean (Hedges' d)","Fixed effect"
-0.401284,"Pooled mean (Hedges' d)","Fixed effect"
-0.34585,"Pooled mean (Hedges' d)","Fixed effect"
-0.368478,"Pooled mean (Hedges' d)","Fixed effect"
-0.42056,"Pooled mean (Hedges' d)","Fixed effect"
-0.251077,"Pooled mean (Hedges' d)","Fixed effect"
-0.367625,"Pooled mean (Hedges' d)","Fixed effect"
-0.20319,"Pooled mean (Hedges' d)","Fixed effect"
-0.408424,"Pooled mean (Hedges' d)","Fixed effect"
-0.356377,"Pooled mean (Hedges' d)","Fixed effect"
-0.154693,"Pooled mean (Hedges' d)","Fixed effect"
-0.0468575,"Pooled mean (Hedges' d)","Fixed effect"
-0.00600449,"Pooled mean (Hedges' d)","Fixed effect"
-0.119717,"Pooled mean (Hedges' d)","Fixed effect"
-0.0581448,"Pooled mean (Hedges' d)","Fixed effect"
-0.0955389,"Pooled mean (Hedges' d)","Fixed effect"
-0.0845115,"Pooled mean (Hedges' d)","Fixed effect"
0.129903,"Pooled mean (Hedges' d)","Fixed effect"
-0.0303538,"Pooled mean (Hedges' d)","Fixed effect"
-0.386451,"Pooled mean (Hedges' d)","Fixed effect"
-0.36167,"Pooled mean (Hedges' d)","Fixed effect"
-0.412918,"Pooled mean (Hedges' d)","Fixed effect"
-0.32402,"Pooled mean (Hedges' d)","Fixed effect"
-0.295931,"Pooled mean (Hedges' d)","Fixed effect"
-0.257223,"Pooled mean (Hedges' d)","Fixed effect"
-0.317896,"Pooled mean (Hedges' d)","Fixed effect"
-0.198937,"Pooled mean (Hedges' d)","Fixed effect"
-0.292938,"Pooled mean (Hedges' d)","Fixed effect"
-0.102474,"Pooled mean (Hedges' d)","Fixed effect"
-0.0783938,"Pooled mean (Hedges' d)","Fixed effect"
0.109669,"Pooled mean (Hedges' d)","Fixed effect"
0.12077,"Pooled mean (Hedges' d)","Fixed effect"
0.116943,"Pooled mean (Hedges' d)","Fixed effect"
0.00423118,"Pooled mean (Hedges' d)","Fixed effect"
-0.165172,"Pooled mean (Hedges' d)","Fixed effect"
-0.105748,"Pooled mean (Hedges' d)","Fixed effect"
0.101448,"Pooled mean (Hedges' d)","Fixed effect"
0.0654499,"Pooled mean (Hedges' d)","Fixed effect"
-0.0750672,"Pooled mean (Hedges' d)","Fixed effect"
0.057411,"Pooled mean (Hedges' d)","Fixed effect"
0.0985098,"Pooled mean (Hedges' d)","Fixed effect"
-0.114757,"Pooled mean (Hedges' d)","Fixed effect"
0.026208,"Pooled mean (Hedges' d)","Fixed effect"
0.679453,"Pooled mean (Hedges' d)","Fixed effect"
0.837076,"Pooled mean (Hedges' d)","Fixed effect"
0.545965,"Pooled mean (Hedges' d)","Fixed effect"
0.698463,"Pooled mean (Hedges' d)","Fixed effect"
0.693124,"Pooled mean (Hedges' d)","Fixed effect"
0.664731,"Pooled mean (Hedges' d)","Fixed effect"
0.721374,"Pooled mean (Hedges' d)","Fixed effect"
0.42388,"Pooled mean (Hedges' d)","Fixed effect"
-0.15467,"Pooled mean (Hedges' d)","Fixed effect"
-0.0269031,"Pooled mean (Hedges' d)","Fixed effect"
-0.221956,"Pooled mean (Hedges' d)","Fixed effect"
-0.135728,"Pooled mean (Hedges' d)","Fixed effect"
-0.152606,"Pooled mean (Hedges' d)","Fixed effect"
-0.261322,"Pooled mean (Hedges' d)","Fixed effect"
-0.0911293,"Pooled mean (Hedges' d)","Fixed effect"
-0.286124,"Pooled mean (Hedges' d)","Fixed effect"
-0.0927068,"Pooled mean (Hedges' d)","Fixed effect"
0.072279,"Pooled mean (Hedges' d)","Fixed effect"
0.228282,"Pooled mean (Hedges' d)","Fixed effect"
0.00473262,"Pooled mean (Hedges' d)","Fixed effect"
-0.265939,"Pooled mean (Hedges' d)","Fixed effect"
-0.106607,"Pooled mean (Hedges' d)","Fixed effect"
0.0991542,"Pooled mean (Hedges' d)","Fixed effect"
0.130235,"Pooled mean (Hedges' d)","Fixed effect"
0.111471,"Pooled mean (Hedges' d)","Fixed effect"
-0.475316,"Pooled mean (Hedges' d)","Fixed effect"
-0.216615,"Pooled mean (Hedges' d)","Fixed effect"
-0.259389,"Pooled mean (Hedges' d)","Fixed effect"
0.102379,"Pooled mean (Hedges' d)","Fixed effect"
-0.157872,"Pooled mean (Hedges' d)","Fixed effect"
-0.362415,"Pooled mean (Hedges' d)","Fixed effect"
-0.160969,"Pooled mean (Hedges' d)","Fixed effect"
-0.118064,"Pooled mean (Hedges' d)","Fixed effect"
-0.27431,"Pooled mean (Hedges' d)","Fixed effect"
-0.0162837,"Pooled mean (Hedges' d)","Fixed effect"
-0.0833831,"Pooled mean (Hedges' d)","Fixed effect"
-0.0742684,"Pooled mean (Hedges' d)","Fixed effect"
-0.396712,"Pooled mean (Hedges' d)","Fixed effect"
-0.318434,"Pooled mean (Hedges' d)","Fixed effect"
-0.256369,"Pooled mean (Hedges' d)","Fixed effect"
-0.354509,"Pooled mean (Hedges' d)","Fixed effect"
-0.437306,"Pooled mean (Hedges' d)","Fixed effect"
0.374982,"Pooled mean (Hedges' d)","Fixed effect"
0.20984,"Pooled mean (Hedges' d)","Fixed effect"
-0.187708,"Pooled mean (Hedges' d)","Fixed effect"
-0.242986,"Pooled mean (Hedges' d)","Fixed effect"
-0.200242,"Pooled mean (Hedges' d)","Fixed effect"
-0.540488,"Pooled mean (Hedges' d)","Fixed effect"
-0.446667,"Pooled mean (Hedges' d)","Fixed effect"
-0.137692,"Pooled mean (Hedges' d)","Fixed effect"
-0.0576465,"Pooled mean (Hedges' d)","Fixed effect"
-0.169021,"Pooled mean (Hedges' d)","Fixed effect"
-0.233938,"Pooled mean (Hedges' d)","Fixed effect"
-0.708434,"Pooled mean (Hedges' d)","Fixed effect"
-0.248132,"Pooled mean (Hedges' d)","Fixed effect"
-0.171102,"Pooled mean (Hedges' d)","Fixed effect"
-0.00754151,"Pooled mean (Hedges' d)","Fixed effect"
-0.332422,"Pooled mean (Hedges' d)","Fixed effect"
-0.371195,"Pooled mean (Hedges' d)","Fixed effect"
-0.404841,"Pooled mean (Hedges' d)","Fixed effect"
-0.0973415,"Pooled mean (Hedges' d)","Fixed effect"
-0.19624,"Pooled mean (Hedges' d)","Fixed effect"
-0.282988,"Pooled mean (Hedges' d)","Fixed effect"
-0.210025,"Pooled mean (Hedges' d)","Fixed effect"
-0.13863,"Pooled mean (Hedges' d)","Fixed effect"
-0.261621,"Pooled mean (Hedges' d)","Fixed effect"
-0.346656,"Pooled mean (Hedges' d)","Fixed effect"
0.103271,"Pooled mean (Hedges' d)","Fixed effect"
-0.0528544,"Pooled mean (Hedges' d)","Fixed effect"
-0.0655325,"Pooled mean (Hedges' d)","Fixed effect"
-0.0948979,"Pooled mean (Hedges' d)","Fixed effect"
-0.0308597,"Pooled mean (Hedges' d)","Fixed effect"
-0.0423025,"Pooled mean (Hedges' d)","Fixed effect"
-0.336537,"Pooled mean (Hedges' d)","Fixed effect"
-0.405489,"Pooled mean (Hedges' d)","Fixed effect"
-0.331067,"Pooled mean (Hedges' d)","Fixed effect"
0.143697,"Pooled mean (Hedges' d)","Fixed effect"
-0.0582517,"Pooled mean (Hedges' d)","Fixed effect"
-0.215349,"Pooled mean (Hedges' d)","Fixed effect"
-0.221176,"Pooled mean (Hedges' d)","Fixed effect"
-0.251512,"Pooled mean (Hedges' d)","Fixed effect"
-0.0584862,"Pooled mean (Hedges' d)","Fixed effect"
-0.0341083,"Pooled mean (Hedges' d)","Fixed effect"
-0.0793536,"Pooled mean (Hedges' d)","Fixed effect"
-0.174983,"Pooled mean (Hedges' d)","Fixed effect"
-0.264518,"Pooled mean (Hedges' d)","Fixed effect"
-0.302582,"Pooled mean (Hedges' d)","Fixed effect"
-0.234167,"Pooled mean (Hedges' d)","Fixed effect"
-0.097474,"Pooled mean (Hedges' d)","Fixed effect"
-0.15208,"Pooled mean (Hedges' d)","Fixed effect"
-0.250032,"Pooled mean (Hedges' d)","Fixed effect"
-0.170007,"Pooled mean (Hedges' d)","Fixed effect"
0.0209979,"Pooled mean (Hedges' d)","Fixed effect"
-0.100093,"Pooled mean (Hedges' d)","Fixed effect"
0.0202487,"Pooled mean (Hedges' d)","Fixed effect"
0.299084,"Pooled mean (Hedges' d)","Fixed effect"
0.152432,"Pooled mean (Hedges' d)","Fixed effect"
0.242591,"Pooled mean (Hedges' d)","Fixed effect"
0.0427431,"Pooled mean (Hedges' d)","Fixed effect"
-0.0958092,"Pooled mean (Hedges' d)","Fixed effect"
-0.41084,"Pooled mean (Hedges' d)","Fixed effect"
-0.325349,"Pooled mean (Hedges' d)","Fixed effect"
-0.365233,"Pooled mean (Hedges' d)","Fixed effect"
-0.411877,"Pooled mean (Hedges' d)","Fixed effect"
-0.288718,"Pooled mean (Hedges' d)","Fixed effect"
-1.10381,"Pooled mean (Hedges' d)","Fixed effect"
-0.828419,"Pooled mean (Hedges' d)","Fixed effect"
-0.691064,"Pooled mean (Hedges' d)","Fixed effect"
0.259548,"Pooled mean (Hedges' d)","Fixed effect"
-0.136703,"Pooled mean (Hedges' d)","Fixed effect"
-0.144859,"Pooled mean (Hedges' d)","Fixed effect"
-0.165808,"Pooled mean (Hedges' d)","Fixed effect"
-0.321017,"Pooled mean (Hedges' d)","Fixed effect"
-0.488041,"Pooled mean (Hedges' d)","Fixed effect"
