"value","parameter","panel"
0.639101115844,"Spatial variance","Variance"
0.861191424016,"Spatial variance","Variance"
0.588138677604,"Spatial variance","Variance"
1.21859521,"Spatial variance","Variance"
1.1013453025,"Spatial variance","Variance"
0.761689071504,"Spatial variance","Variance"
0.944303893009,"Spatial variance","Variance"
1.5250521049,"Spatial variance","Variance"
0.690243594481,"Spatial variance","Variance"
0.525100231044,"Spatial variance","Variance"
0.451815197584,"Spatial variance","Variance"
0.778857435841,"Spatial variance","Variance"
0.595352671281,"Spatial variance","Variance"
0.789293650084,"Spatial variance","Variance"
0.724801930609,"Spatial variance","Variance"
0.414793962025,"Spatial variance","Variance"
0.581217165376,"Spatial variance","Variance"
1.4298898084,"Spatial variance","Variance"
1.2116065329,"Spatial variance","Variance"
1.3155172416,"Spatial variance","Variance"
0.597980517264,"Spatial variance","Variance"
0.941563596964,"Spatial variance","Variance"
1.3233051225,"Spatial variance","Variance"
1.1898010084,"Spatial variance","Variance"
1.4450924944,"Spatial variance","Variance"
1.00861849,"Spatial variance","Variance"
0.956573978116,"Spatial variance","Variance"
0.4211880201,"Spatial variance","Variance"
0.942085713321,"Spatial variance","Variance"
0.406155113809,"Spatial variance","Variance"
0.541871182161,"Spatial variance","Variance"
0.695882966416,"Spatial variance","Variance"
0.708097005225,"Spatial variance","Variance"
0.379352519056,"Spatial variance","Variance"
0.445458800329,"Spatial variance","Variance"
0.531073647504,"Spatial variance","Variance"
0.426373738729,"Spatial variance","Variance"
0.538663519969,"Spatial variance","Variance"
0.524666986921,"Spatial variance","Variance"
0.601760135824,"Spatial variance","Variance"
0.5329146001,"Spatial variance","Variance"
0.473331616081,"Spatial variance","Variance"
0.671947436176,"Spatial variance","Variance"
0.434282318001,"Spatial variance","Variance"
0.536020193956,"Spatial variance","Variance"
0.549794073361,"Spatial variance","Variance"
0.351832854025,"Spatial variance","Variance"
0.599923055209,"Spatial variance","Variance"
1.1065356864,"Spatial variance","Variance"
0.883703403025,"Spatial variance","Variance"
0.677146306321,"Spatial variance","Variance"
0.495456908769,"Spatial variance","Variance"
0.8283548196,"Spatial variance","Variance"
1.00841764,"Spatial variance","Variance"
1.3138890625,"Spatial variance","Variance"
0.468752469025,"Spatial variance","Variance"
0.799985347561,"Spatial variance","Variance"
0.981567729081,"Spatial variance","Variance"
1.6262370576,"Spatial variance","Variance"
1.1125186576,"Spatial variance","Variance"
1.0690732816,"Spatial variance","Variance"
1.2950667601,"Spatial variance","Variance"
0.485562293329,"Spatial variance","Variance"
0.810712956816,"Spatial variance","Variance"
1.1046850816,"Spatial variance","Variance"
0.712062570244,"Spatial variance","Variance"
0.967998209161,"Spatial variance","Variance"
0.508176508225,"Spatial variance","Variance"
0.510364502404,"Spatial variance","Variance"
0.375773904016,"Spatial variance","Variance"
0.371632886689,"Spatial variance","Variance"
0.376420287961,"Spatial variance","Variance"
1.1303517124,"Spatial variance","Variance"
0.720208519801,"Spatial variance","Variance"
0.926286903844,"Spatial variance","Variance"
0.726304495225,"Spatial variance","Variance"
0.4031615025,"Spatial variance","Variance"
0.6084780025,"Spatial variance","Variance"
0.957342876721,"Spatial variance","Variance"
1.5694076176,"Spatial variance","Variance"
0.611103356361,"Spatial variance","Variance"
1.3199482321,"Spatial variance","Variance"
1.3089876921,"Spatial variance","Variance"
1.12275216,"Spatial variance","Variance"
0.498609691129,"Spatial variance","Variance"
0.729211815721,"Spatial variance","Variance"
0.713883047056,"Spatial variance","Variance"
0.573538126329,"Spatial variance","Variance"
0.531371018304,"Spatial variance","Variance"
0.601325804304,"Spatial variance","Variance"
0.65755881,"Spatial variance","Variance"
0.885503584144,"Spatial variance","Variance"
0.803679976324,"Spatial variance","Variance"
1.2985742025,"Spatial variance","Variance"
1.6955946225,"Spatial variance","Variance"
2.7905368401,"Spatial variance","Variance"
0.306553790929,"Spatial variance","Variance"
0.8140009284,"Spatial variance","Variance"
0.5805220864,"Spatial variance","Variance"
0.774169457161,"Spatial variance","Variance"
0.557365271761,"Spatial variance","Variance"
0.660517049284,"Spatial variance","Variance"
0.533329326436,"Spatial variance","Variance"
1.9339352356,"Spatial variance","Variance"
0.688251092881,"Spatial variance","Variance"
0.875856400384,"Spatial variance","Variance"
1.0190700601,"Spatial variance","Variance"
0.5338932624,"Spatial variance","Variance"
1.2722486436,"Spatial variance","Variance"
0.227599601476,"Spatial variance","Variance"
0.599037300625,"Spatial variance","Variance"
0.382651113744,"Spatial variance","Variance"
0.651294192784,"Spatial variance","Variance"
0.432725836761,"Spatial variance","Variance"
0.261329529616,"Spatial variance","Variance"
0.197916434884,"Spatial variance","Variance"
0.488554867089,"Spatial variance","Variance"
0.503808942025,"Spatial variance","Variance"
0.726248248804,"Spatial variance","Variance"
0.552682217476,"Spatial variance","Variance"
0.477007091649,"Spatial variance","Variance"
0.354744124816,"Spatial variance","Variance"
0.292369466944,"Spatial variance","Variance"
0.357308649009,"Spatial variance","Variance"
1.2425115024,"Spatial variance","Variance"
0.478353440161,"Spatial variance","Variance"
0.549396711369,"Spatial variance","Variance"
0.964241513764,"Spatial variance","Variance"
0.692383753216,"Spatial variance","Variance"
0.526329936196,"Spatial variance","Variance"
1.2065264964,"Spatial variance","Variance"
0.456577247025,"Spatial variance","Variance"
0.737317603584,"Spatial variance","Variance"
0.443256350625,"Spatial variance","Variance"
0.546561532804,"Spatial variance","Variance"
0.618513039936,"Spatial variance","Variance"
0.799328978704,"Spatial variance","Variance"
0.327099349476,"Spatial variance","Variance"
0.417874330624,"Spatial variance","Variance"
0.691435488676,"Spatial variance","Variance"
0.9800604004,"Spatial variance","Variance"
0.308729141956,"Spatial variance","Variance"
0.746800158976,"Spatial variance","Variance"
0.454115602161,"Spatial variance","Variance"
0.6945222244,"Spatial variance","Variance"
0.778343888644,"Spatial variance","Variance"
0.559251204561,"Spatial variance","Variance"
0.423832248576,"Spatial variance","Variance"
0.558469246864,"Spatial variance","Variance"
0.389518284996,"Spatial variance","Variance"
0.746549568961,"Spatial variance","Variance"
0.554643625536,"Spatial variance","Variance"
0.559017905625,"Spatial variance","Variance"
0.244610365561,"Spatial variance","Variance"
0.249748063504,"Spatial variance","Variance"
0.2810272144,"Spatial variance","Variance"
0.362254719376,"Spatial variance","Variance"
0.534922555456,"Spatial variance","Variance"
1.3364516025,"Spatial variance","Variance"
0.811390195984,"Spatial variance","Variance"
0.968789401441,"Spatial variance","Variance"
0.737516828944,"Spatial variance","Variance"
1.3411724481,"Spatial variance","Variance"
1.9722270096,"Spatial variance","Variance"
1.5140318116,"Spatial variance","Variance"
2.2796168256,"Spatial variance","Variance"
2.3683363236,"Spatial variance","Variance"
3.5432038756,"Spatial variance","Variance"
3.7320057856,"Spatial variance","Variance"
2.4544235556,"Spatial variance","Variance"
1.96728676,"Spatial variance","Variance"
2.1809087041,"Spatial variance","Variance"
1.9104491961,"Spatial variance","Variance"
1.9549352761,"Spatial variance","Variance"
2.7362453056,"Spatial variance","Variance"
1.8687983616,"Spatial variance","Variance"
1.2375227536,"Spatial variance","Variance"
1.4043909049,"Spatial variance","Variance"
0.896451069721,"Spatial variance","Variance"
0.8673569424,"Spatial variance","Variance"
0.954425440809,"Spatial variance","Variance"
0.684200282896,"Spatial variance","Variance"
0.779955688801,"Spatial variance","Variance"
0.760434576841,"Spatial variance","Variance"
0.470685184225,"Spatial variance","Variance"
0.566703323209,"Spatial variance","Variance"
0.767530183744,"Spatial variance","Variance"
0.498133877796,"Spatial variance","Variance"
0.549954244921,"Spatial variance","Variance"
0.494750458225,"Spatial variance","Variance"
0.170483106816,"Spatial variance","Variance"
0.437652371809,"Spatial variance","Variance"
0.542507375601,"Spatial variance","Variance"
1.1137636225,"Spatial variance","Variance"
0.714286974025,"Spatial variance","Variance"
0.888127184025,"Spatial variance","Variance"
0.786478090896,"Spatial variance","Variance"
0.922723542225,"Spatial variance","Variance"
1.3255607689,"Spatial variance","Variance"
0.674530404804,"Spatial variance","Variance"
0.335176155136,"Spatial variance","Variance"
0.3011924161,"Spatial variance","Variance"
0.605802258889,"Spatial variance","Variance"
0.633509340489,"Spatial variance","Variance"
0.736448883556,"Spatial variance","Variance"
0.829115871364,"Spatial variance","Variance"
0.458188194816,"Spatial variance","Variance"
0.702357972624,"Spatial variance","Variance"
0.911883665476,"Spatial variance","Variance"
0.924639942724,"Spatial variance","Variance"
0.649858475044,"Spatial variance","Variance"
1.0560850756,"Spatial variance","Variance"
1.1502991504,"Spatial variance","Variance"
1.4883024016,"Spatial variance","Variance"
1.2981639969,"Spatial variance","Variance"
0.850565352121,"Spatial variance","Variance"
0.862974113296,"Spatial variance","Variance"
0.621789023296,"Spatial variance","Variance"
0.829671404769,"Spatial variance","Variance"
0.649961664804,"Spatial variance","Variance"
0.7183749049,"Spatial variance","Variance"
0.682470949924,"Spatial variance","Variance"
0.742571699076,"Spatial variance","Variance"
0.4290774016,"Spatial variance","Variance"
0.267690342544,"Spatial variance","Variance"
0.583885487376,"Spatial variance","Variance"
0.524469985209,"Spatial variance","Variance"
0.717593657881,"Spatial variance","Variance"
0.315803537296,"Spatial variance","Variance"
0.304076147761,"Spatial variance","Variance"
0.3978329476,"Spatial variance","Variance"
0.2080454544,"Spatial variance","Variance"
0.531895993344,"Spatial variance","Variance"
0.293269903936,"Spatial variance","Variance"
0.354710771776,"Spatial variance","Variance"
1.2060871684,"Spatial variance","Variance"
1.2513330769,"Spatial variance","Variance"
1.3473869929,"Spatial variance","Variance"
1.1093987584,"Spatial variance","Variance"
0.952058790225,"Spatial variance","Variance"
0.821229251089,"Spatial variance","Variance"
0.653517027216,"Spatial variance","Variance"
0.489640266049,"Spatial variance","Variance"
0.865599501376,"Spatial variance","Variance"
0.620753318641,"Spatial variance","Variance"
0.775660672656,"Spatial variance","Variance"
0.520924506001,"Spatial variance","Variance"
0.468369140625,"Spatial variance","Variance"
0.581107388416,"Spatial variance","Variance"
1.1780063296,"Spatial variance","Variance"
0.8912870464,"Spatial variance","Variance"
0.807343581529,"Spatial variance","Variance"
0.939238154449,"Spatial variance","Variance"
0.398275850281,"Spatial variance","Variance"
0.396582543504,"Spatial variance","Variance"
0.306393246784,"Spatial variance","Variance"
0.51036736,"Spatial variance","Variance"
0.372646760704,"Spatial variance","Variance"
0.489363207025,"Spatial variance","Variance"
0.299042735104,"Spatial variance","Variance"
1.3701638916,"Spatial variance","Variance"
0.963091002384,"Spatial variance","Variance"
0.866746104064,"Spatial variance","Variance"
0.7424062569,"Spatial variance","Variance"
0.818854868836,"Spatial variance","Variance"
0.556690577689,"Spatial variance","Variance"
0.872497973776,"Spatial variance","Variance"
1.1652554809,"Spatial variance","Variance"
2.2750593889,"Spatial variance","Variance"
1.1337777441,"Spatial variance","Variance"
0.918791263296,"Spatial variance","Variance"
0.786160635649,"Spatial variance","Variance"
0.729029084224,"Spatial variance","Variance"
0.786339750564,"Spatial variance","Variance"
1.1640036321,"Spatial variance","Variance"
1.3104983529,"Spatial variance","Variance"
1.225449,"Spatial variance","Variance"
1.6773617169,"Spatial variance","Variance"
0.467419709761,"Spatial variance","Variance"
0.9525955201,"Spatial variance","Variance"
1.3518480361,"Spatial variance","Variance"
3.1408700625,"Spatial variance","Variance"
2.4878121984,"Spatial variance","Variance"
2.4516356929,"Spatial variance","Variance"
1.0891427044,"Spatial variance","Variance"
1.2162119524,"Spatial variance","Variance"
0.577625840289,"Spatial variance","Variance"
0.3871079524,"Spatial variance","Variance"
0.913461885504,"Spatial variance","Variance"
0.778455054601,"Spatial variance","Variance"
0.570580815424,"Spatial variance","Variance"
0.532259252721,"Spatial variance","Variance"
0.851796093184,"Spatial variance","Variance"
0.881794243521,"Spatial variance","Variance"
0.922779256996,"Spatial variance","Variance"
0.331342989376,"Spatial variance","Variance"
0.332648637049,"Spatial variance","Variance"
0.486891346176,"Spatial variance","Variance"
0.398394504225,"Spatial variance","Variance"
0.718191841444,"Spatial variance","Variance"
0.495810323044,"Spatial variance","Variance"
0.847984981321,"Spatial variance","Variance"
0.769962375625,"Spatial variance","Variance"
0.771711297841,"Spatial variance","Variance"
0.6108516649,"Spatial variance","Variance"
0.548030764681,"Spatial variance","Variance"
0.864948360676,"Spatial variance","Variance"
0.525781611664,"Spatial variance","Variance"
0.7148364304,"Spatial variance","Variance"
0.426428590225,"Spatial variance","Variance"
0.5497481025,"Spatial variance","Variance"
0.406873033956,"Spatial variance","Variance"
0.36917776,"Spatial variance","Variance"
0.466826463009,"Spatial variance","Variance"
0.410916896784,"Spatial variance","Variance"
0.790224990916,"Spatial variance","Variance"
0.5768098704,"Spatial variance","Variance"
0.483674348089,"Spatial variance","Variance"
0.567691423209,"Spatial variance","Variance"
0.872072087104,"Spatial variance","Variance"
1.0982620804,"Spatial variance","Variance"
1.0640128801,"Spatial variance","Variance"
0.877189589056,"Spatial variance","Variance"
0.559331973225,"Spatial variance","Variance"
0.920532789136,"Spatial variance","Variance"
0.689268569284,"Spatial variance","Variance"
0.492441834564,"Spatial variance","Variance"
0.473105981929,"Spatial variance","Variance"
0.705069219856,"Spatial variance","Variance"
0.645424244689,"Spatial variance","Variance"
0.44289025,"Spatial variance","Variance"
0.416641848484,"Spatial variance","Variance"
0.647545308804,"Spatial variance","Variance"
0.473436196489,"Spatial variance","Variance"
0.730018156921,"Spatial variance","Variance"
0.718064727769,"Spatial variance","Variance"
0.565655914201,"Spatial variance","Variance"
0.561519427716,"Spatial variance","Variance"
0.934570759824,"Spatial variance","Variance"
0.729635430969,"Spatial variance","Variance"
0.497077171369,"Spatial variance","Variance"
0.326694551184,"Spatial variance","Variance"
0.518225774641,"Spatial variance","Variance"
0.816207447364,"Spatial variance","Variance"
0.949535262481,"Spatial variance","Variance"
1.35815716,"Spatial variance","Variance"
0.372062180961,"Spatial variance","Variance"
0.630391536784,"Spatial variance","Variance"
0.728894185009,"Spatial variance","Variance"
0.420349942336,"Spatial variance","Variance"
0.36276529,"Spatial variance","Variance"
1.0393598601,"Spatial variance","Variance"
0.9366561961,"Spatial variance","Variance"
0.7442685441,"Spatial variance","Variance"
0.919792247364,"Spatial variance","Variance"
1.3724591104,"Spatial variance","Variance"
1.0669443849,"Spatial variance","Variance"
0.686597846544,"Spatial variance","Variance"
0.523037043369,"Spatial variance","Variance"
0.665014154256,"Spatial variance","Variance"
1.0546673809,"Spatial variance","Variance"
0.819817971844,"Spatial variance","Variance"
0.700406631409,"Spatial variance","Variance"
0.466555936401,"Spatial variance","Variance"
0.729683266225,"Spatial variance","Variance"
1.0339229124,"Spatial variance","Variance"
0.4816221201,"Spatial variance","Variance"
0.161621688484,"Spatial variance","Variance"
0.288352890225,"Spatial variance","Variance"
0.315733857604,"Spatial variance","Variance"
0.354183287689,"Spatial variance","Variance"
0.470827896561,"Spatial variance","Variance"
1.3141412496,"Spatial variance","Variance"
1.4023059561,"Spatial variance","Variance"
0.968498079129,"Spatial variance","Variance"
0.6787782544,"Spatial variance","Variance"
0.653989220416,"Spatial variance","Variance"
0.672316362601,"Spatial variance","Variance"
0.521383640761,"Spatial variance","Variance"
0.537687825984,"Spatial variance","Variance"
0.323763276004,"Spatial variance","Variance"
0.373971387024,"Spatial variance","Variance"
0.261334641681,"Spatial variance","Variance"
0.326329990009,"Spatial variance","Variance"
0.401308313121,"Spatial variance","Variance"
0.407471572225,"Spatial variance","Variance"
0.2833858756,"Spatial variance","Variance"
0.483214058496,"Spatial variance","Variance"
0.401729060041,"Spatial variance","Variance"
0.499672265625,"Spatial variance","Variance"
0.916555402161,"Spatial variance","Variance"
0.984008448784,"Spatial variance","Variance"
0.815038812025,"Spatial variance","Variance"
0.727209850756,"Spatial variance","Variance"
0.634719736249,"Spatial variance","Variance"
1.3076608609,"Spatial variance","Variance"
0.549761448681,"Spatial variance","Variance"
0.831045554689,"Spatial variance","Variance"
0.878154535801,"Spatial variance","Variance"
0.605739993849,"Spatial variance","Variance"
1.0443818025,"Spatial variance","Variance"
0.518387040081,"Spatial variance","Variance"
0.640670575561,"Spatial variance","Variance"
0.519940502761,"Spatial variance","Variance"
0.469100338281,"Spatial variance","Variance"
0.462406800025,"Spatial variance","Variance"
0.690069135616,"Spatial variance","Variance"
0.914117649025,"Spatial variance","Variance"
0.753038657284,"Spatial variance","Variance"
0.814112807524,"Spatial variance","Variance"
0.700423369569,"Spatial variance","Variance"
0.676442096521,"Spatial variance","Variance"
1.2671329489,"Spatial variance","Variance"
1.476225,"Spatial variance","Variance"
1.3107044196,"Spatial variance","Variance"
0.416684451121,"Spatial variance","Variance"
0.448265064676,"Spatial variance","Variance"
0.365779411209,"Spatial variance","Variance"
0.513304901209,"Spatial variance","Variance"
0.616820173641,"Spatial variance","Variance"
0.879795224676,"Spatial variance","Variance"
0.782644547584,"Spatial variance","Variance"
0.918948469924,"Spatial variance","Variance"
0.794922029056,"Spatial variance","Variance"
0.675891159876,"Spatial variance","Variance"
0.466113425625,"Spatial variance","Variance"
0.4313993761,"Spatial variance","Variance"
0.440716738225,"Spatial variance","Variance"
0.584743149225,"Spatial variance","Variance"
0.8667423801,"Spatial variance","Variance"
0.446046329689,"Spatial variance","Variance"
0.361727667844,"Spatial variance","Variance"
0.937984502016,"Spatial variance","Variance"
0.708788874816,"Spatial variance","Variance"
0.535636624384,"Spatial variance","Variance"
0.622402655625,"Spatial variance","Variance"
0.719819890084,"Spatial variance","Variance"
0.780238322721,"Spatial variance","Variance"
0.588190828096,"Spatial variance","Variance"
1.0139684416,"Spatial variance","Variance"
0.909166064004,"Spatial variance","Variance"
0.564381070009,"Spatial variance","Variance"
0.667101798169,"Spatial variance","Variance"
0.6275016225,"Spatial variance","Variance"
0.997911092025,"Spatial variance","Variance"
0.831610853329,"Spatial variance","Variance"
0.648197281449,"Spatial variance","Variance"
0.508093819249,"Spatial variance","Variance"
0.295530315129,"Spatial variance","Variance"
0.38576521,"Spatial variance","Variance"
0.325440584676,"Spatial variance","Variance"
0.700441781776,"Spatial variance","Variance"
0.585303032601,"Spatial variance","Variance"
0.641942271369,"Spatial variance","Variance"
0.591050364804,"Spatial variance","Variance"
0.524629321969,"Spatial variance","Variance"
0.656124300225,"Spatial variance","Variance"
0.545735310121,"Spatial variance","Variance"
0.459586373184,"Spatial variance","Variance"
0.773282803225,"Spatial variance","Variance"
0.852885496324,"Spatial variance","Variance"
0.833030417025,"Spatial variance","Variance"
1.0925057529,"Spatial variance","Variance"
0.692129155249,"Spatial variance","Variance"
0.854487628225,"Spatial variance","Variance"
0.4764864784,"Spatial variance","Variance"
1.5562313001,"Spatial variance","Variance"
0.499498389504,"Spatial variance","Variance"
0.626560901136,"Spatial variance","Variance"
1.1625583684,"Spatial variance","Variance"
1.0295755024,"Spatial variance","Variance"
0.489900605041,"Spatial variance","Variance"
0.775739939121,"Spatial variance","Variance"
1.07474689,"Spatial variance","Variance"
0.811382989824,"Spatial variance","Variance"
0.807713815441,"Spatial variance","Variance"
0.890979302889,"Spatial variance","Variance"
0.361844356225,"Spatial variance","Variance"
0.559622190241,"Spatial variance","Variance"
0.3567433984,"Spatial variance","Variance"
1.1995287529,"Spatial variance","Variance"
1.16186841,"Spatial variance","Variance"
0.837223170001,"Spatial variance","Variance"
0.484484210401,"Spatial variance","Variance"
0.633343797241,"Spatial variance","Variance"
1.2234350881,"Spatial variance","Variance"
1.1366544996,"Spatial variance","Variance"
0.526935165409,"Spatial variance","Variance"
0.412735578025,"Spatial variance","Variance"
0.616955266225,"Spatial variance","Variance"
1.0698592356,"Spatial variance","Variance"
0.805628314624,"Spatial variance","Variance"
1.4965607556,"Spatial variance","Variance"
0.589251211129,"Spatial variance","Variance"
0.982295067664,"Spatial variance","Variance"
0.577378101316,"Spatial variance","Variance"
0.774415840081,"Spatial variance","Variance"
1.14404416,"Spatial variance","Variance"
0.83283876,"Spatial variance","Variance"
0.337250817289,"Spatial variance","Variance"
0.511923078144,"Spatial variance","Variance"
0.819267557956,"Spatial variance","Variance"
0.503537836816,"Spatial variance","Variance"
0.595039446544,"Spatial variance","Variance"
0.544536257329,"Spatial variance","Variance"
0.338545931409,"Spatial variance","Variance"
0.55130625,"Spatial variance","Variance"
0.365136190225,"Spatial variance","Variance"
0.411529948036,"Spatial variance","Variance"
1.0621157481,"Spatial variance","Variance"
2.63347984,"Spatial variance","Variance"
2.3264180676,"Spatial variance","Variance"
1.35606025,"Spatial variance","Variance"
2.3202905625,"Spatial variance","Variance"
2.9192456164,"Spatial variance","Variance"
0.354259468809,"Spatial variance","Variance"
0.422615707921,"Spatial variance","Variance"
0.339174617769,"Spatial variance","Variance"
0.6653828041,"Spatial variance","Variance"
0.374413043449,"Spatial variance","Variance"
0.357917420644,"Spatial variance","Variance"
1.2159913984,"Spatial variance","Variance"
0.202296651076,"Spatial variance","Variance"
0.412975887424,"Spatial variance","Variance"
0.522937244736,"Spatial variance","Variance"
0.593946121041,"Spatial variance","Variance"
1.0044248841,"Spatial variance","Variance"
0.464402723841,"Spatial variance","Variance"
0.792806817609,"Spatial variance","Variance"
0.897083651025,"Spatial variance","Variance"
0.6935391841,"Spatial variance","Variance"
0.510760355625,"Spatial variance","Variance"
0.573925941241,"Spatial variance","Variance"
0.534864046336,"Spatial variance","Variance"
0.654526304784,"Spatial variance","Variance"
0.261159837444,"Spatial variance","Variance"
0.367710044881,"Spatial variance","Variance"
0.488935179121,"Spatial variance","Variance"
0.436319697025,"Spatial variance","Variance"
0.343714857984,"Spatial variance","Variance"
0.329052524161,"Spatial variance","Variance"
0.506774558161,"Spatial variance","Variance"
0.509073688036,"Spatial variance","Variance"
0.817333524225,"Spatial variance","Variance"
0.517415507856,"Spatial variance","Variance"
0.379882391716,"Spatial variance","Variance"
0.458255886916,"Spatial variance","Variance"
0.829769780889,"Spatial variance","Variance"
2.3029276516,"Spatial variance","Variance"
1.0692800836,"Spatial variance","Variance"
0.723178459201,"Spatial variance","Variance"
1.5608004624,"Spatial variance","Variance"
0.818878396561,"Spatial variance","Variance"
0.491194927609,"Spatial variance","Variance"
0.920137540644,"Spatial variance","Variance"
0.808882585641,"Spatial variance","Variance"
1.0499895961,"Spatial variance","Variance"
0.840887166001,"Spatial variance","Variance"
0.489103010881,"Spatial variance","Variance"
0.470416285161,"Spatial variance","Variance"
0.813208971961,"Spatial variance","Variance"
0.616349036241,"Spatial variance","Variance"
0.440675579556,"Spatial variance","Variance"
0.602085987364,"Spatial variance","Variance"
0.429335526169,"Spatial variance","Variance"
0.615399456676,"Spatial variance","Variance"
1.3491054801,"Spatial variance","Variance"
0.8206185744,"Spatial variance","Variance"
0.467635777921,"Spatial variance","Variance"
1.0868688009,"Spatial variance","Variance"
0.988823404816,"Spatial variance","Variance"
0.654882325504,"Spatial variance","Variance"
0.8682139684,"Spatial variance","Variance"
0.455469763225,"Spatial variance","Variance"
0.593622479961,"Spatial variance","Variance"
0.202449603136,"Spatial variance","Variance"
0.490904817316,"Spatial variance","Variance"
0.396504458596,"Spatial variance","Variance"
0.36796356,"Spatial variance","Variance"
0.524561238756,"Spatial variance","Variance"
0.365941514761,"Spatial variance","Variance"
0.589215900816,"Spatial variance","Variance"
0.568056153025,"Spatial variance","Variance"
0.2854658041,"Spatial variance","Variance"
0.393008625216,"Spatial variance","Variance"
0.425885454801,"Spatial variance","Variance"
0.746000146369,"Spatial variance","Variance"
1.0571335489,"Spatial variance","Variance"
0.876711996241,"Spatial variance","Variance"
1.3494771889,"Spatial variance","Variance"
0.901926291204,"Spatial variance","Variance"
0.691999378225,"Spatial variance","Variance"
0.701871977284,"Spatial variance","Variance"
0.549439702564,"Spatial variance","Variance"
0.2629023076,"Spatial variance","Variance"
0.727121165796,"Spatial variance","Variance"
0.702649650564,"Spatial variance","Variance"
0.680583750625,"Spatial variance","Variance"
0.908988721281,"Spatial variance","Variance"
0.615217472164,"Spatial variance","Variance"
0.788416133184,"Spatial variance","Variance"
0.905632012609,"Spatial variance","Variance"
0.720184757769,"Spatial variance","Variance"
0.763028455225,"Spatial variance","Variance"
0.925459392064,"Spatial variance","Variance"
0.770397664729,"Spatial variance","Variance"
0.883479684096,"Spatial variance","Variance"
1.1567862916,"Spatial variance","Variance"
1.2710533081,"Spatial variance","Variance"
2.3003182224,"Spatial variance","Variance"
0.545420652676,"Spatial variance","Variance"
1.4131503376,"Spatial variance","Variance"
0.704876105761,"Spatial variance","Variance"
0.947883329649,"Spatial variance","Variance"
0.881484387876,"Spatial variance","Variance"
0.887164307236,"Spatial variance","Variance"
0.708830970241,"Spatial variance","Variance"
0.555452712369,"Spatial variance","Variance"
0.297289929049,"Spatial variance","Variance"
0.361161335089,"Spatial variance","Variance"
0.233814799936,"Spatial variance","Variance"
0.408066717601,"Spatial variance","Variance"
0.377586899361,"Spatial variance","Variance"
0.337193907856,"Spatial variance","Variance"
0.342125557225,"Spatial variance","Variance"
0.402714621604,"Spatial variance","Variance"
0.475799207524,"Spatial variance","Variance"
0.932153561361,"Spatial variance","Variance"
0.632667523216,"Spatial variance","Variance"
0.738279629824,"Spatial variance","Variance"
0.548698710564,"Spatial variance","Variance"
0.412031758609,"Spatial variance","Variance"
0.356693228644,"Spatial variance","Variance"
0.303804904225,"Spatial variance","Variance"
0.524496056841,"Spatial variance","Variance"
0.428387267169,"Spatial variance","Variance"
0.870561775521,"Spatial variance","Variance"
0.4415336704,"Spatial variance","Variance"
0.567251491921,"Spatial variance","Variance"
0.472335929289,"Spatial variance","Variance"
0.613176699136,"Spatial variance","Variance"
0.853044348816,"Spatial variance","Variance"
0.866930450281,"Spatial variance","Variance"
0.855686051089,"Spatial variance","Variance"
0.651549238596,"Spatial variance","Variance"
0.482909636889,"Spatial variance","Variance"
1.4721939556,"Spatial variance","Variance"
1.2997368036,"Spatial variance","Variance"
0.958325481481,"Spatial variance","Variance"
2.1196156921,"Spatial variance","Variance"
1.4543636409,"Spatial variance","Variance"
0.410025070224,"Spatial variance","Variance"
1.0384425216,"Spatial variance","Variance"
2.2608430321,"Spatial variance","Variance"
1.7631059524,"Spatial variance","Variance"
1.5734942721,"Spatial variance","Variance"
2.06123449,"Spatial variance","Variance"
0.787640275081,"Spatial variance","Variance"
0.964369172529,"Spatial variance","Variance"
0.831532429456,"Spatial variance","Variance"
1.19596096,"Spatial variance","Variance"
1.6976005264,"Spatial variance","Variance"
1.6783979809,"Spatial variance","Variance"
0.484946497161,"Spatial variance","Variance"
0.575988405721,"Spatial variance","Variance"
0.721383531649,"Spatial variance","Variance"
0.554469369129,"Spatial variance","Variance"
0.972917885956,"Spatial variance","Variance"
1.0373015104,"Spatial variance","Variance"
0.696789198121,"Spatial variance","Variance"
0.501616646001,"Spatial variance","Variance"
0.427172045056,"Spatial variance","Variance"
0.776860671609,"Spatial variance","Variance"
0.614709313156,"Spatial variance","Variance"
1.4981025609,"Spatial variance","Variance"
0.779162820804,"Spatial variance","Variance"
0.947690568036,"Spatial variance","Variance"
0.503420049441,"Spatial variance","Variance"
0.9380891025,"Spatial variance","Variance"
1.0478593225,"Spatial variance","Variance"
0.866768448016,"Spatial variance","Variance"
0.913423655824,"Spatial variance","Variance"
0.815555292561,"Spatial variance","Variance"
0.718461359641,"Spatial variance","Variance"
0.369941299984,"Spatial variance","Variance"
0.595753966201,"Spatial variance","Variance"
1.9573129216,"Spatial variance","Variance"
0.980026741369,"Spatial variance","Variance"
0.693052920004,"Spatial variance","Variance"
0.825274134916,"Spatial variance","Variance"
0.350405986401,"Spatial variance","Variance"
0.542715102864,"Spatial variance","Variance"
0.490592378929,"Spatial variance","Variance"
0.581979791376,"Spatial variance","Variance"
0.597712988161,"Spatial variance","Variance"
0.4574628496,"Spatial variance","Variance"
0.5579791204,"Spatial variance","Variance"
0.832959227556,"Spatial variance","Variance"
0.506553899076,"Spatial variance","Variance"
0.789958329616,"Spatial variance","Variance"
